Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,8,1,6,1,1,1,1,3,5,1,0,0,1,0,0,19,0,10,4,11.25,1,0,12.7,3.7,-1.7,Graduate
1,4,1,4,1,4,1,3,1,3,1,0,0,1,0,0,31,8,12,11,13.818181818181818,0,0,15.5,2.8,-4.06,Graduate
1,1,1,6,1,1,1,1,14,4,0,0,0,1,0,0,20,0,12,3,12.333333333333334,2,1,9.4,-0.8,-3.12,Graduate
1,1,3,6,1,1,1,3,2,5,1,0,0,1,0,0,18,0,14,3,12.333333333333334,2,0,9.4,-0.8,-3.12,Enrolled
1,8,1,16,1,1,1,1,1,4,0,0,1,1,0,0,18,0,8,4,13.25,0,0,12.7,3.7,-1.7,Enrolled
1,1,4,14,1,1,1,1,2,5,1,0,0,1,0,0,18,0,7,6,13.666666666666666,0,0,13.9,-0.3,0.79,Graduate
1,16,1,10,1,1,1,13,3,6,0,0,1,1,0,0,20,5,18,8,12.625,0,0,11.1,0.6,2.02,Enrolled
1,8,1,6,1,1,1,2,14,3,1,0,0,1,0,1,20,0,6,6,14.833333333333334,0,0,8.9,1.4,3.51,Graduate
1,8,2,14,1,1,1,13,14,6,0,0,0,1,0,1,19,0,7,5,11.2,0,0,10.8,1.4,1.74,Dropout
1,8,1,9,1,1,1,13,14,5,0,0,0,1,0,1,21,0,6,5,11.4,0,0,12.7,3.7,-1.7,Graduate
1,1,4,12,1,1,1,1,10,4,1,0,0,1,0,0,18,0,8,7,13.135,0,0,12.4,0.5,1.79,Graduate
1,16,1,5,1,1,1,1,1,5,1,0,0,1,0,0,21,3,10,10,13.0,0,0,11.1,0.6,2.02,Dropout
1,1,4,12,1,1,1,13,14,4,1,0,0,1,0,0,19,0,12,4,12.85,0,0,11.1,0.6,2.02,Enrolled
1,15,1,10,1,14,1,1,14,29,0,0,0,1,0,0,20,3,6,6,13.5,0,0,13.9,-0.3,0.79,Graduate
1,15,1,6,1,1,1,1,2,4,0,0,0,1,0,0,20,0,7,6,14.285714285714286,0,0,13.9,-0.3,0.79,Enrolled
1,1,1,14,1,1,1,10,1,10,1,0,0,1,0,1,18,0,8,5,13.5,0,0,12.4,0.5,1.79,Graduate
1,1,1,9,1,1,1,13,14,10,1,0,0,1,0,1,18,0,8,4,10.75,0,0,12.4,0.5,1.79,Graduate
1,8,1,10,1,1,1,13,14,8,1,0,0,1,0,1,18,0,9,6,11.333333333333334,0,0,8.9,1.4,3.51,Graduate
1,14,1,6,1,14,1,23,27,7,1,0,0,1,0,1,21,2,15,3,13.0,2,1,10.8,1.4,1.74,Graduate
1,1,1,12,1,1,1,23,14,6,0,0,0,1,0,0,18,0,7,6,13.966666666666669,0,0,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,13,1,6,1,0,0,1,0,1,18,0,8,8,14.14125,0,0,9.4,-0.8,-3.12,Graduate
1,8,2,11,1,1,1,22,27,10,1,0,0,1,0,1,20,0,10,4,11.6,0,0,12.7,3.7,-1.7,Graduate
2,13,1,12,1,2,1,22,27,10,0,0,0,1,0,1,32,0,8,8,14.6625,0,0,9.4,-0.8,-3.12,Graduate
2,12,1,17,0,1,1,22,27,10,0,0,0,1,0,0,34,0,5,0,0.0,0,0,9.4,-0.8,-3.12,Enrolled
1,1,2,12,1,1,1,13,27,4,1,0,0,1,0,1,23,0,8,6,12.993333333333334,0,0,11.1,0.6,2.02,Graduate
1,1,5,14,1,1,1,4,1,5,1,0,0,1,0,0,18,0,10,4,11.25,0,0,8.9,1.4,3.51,Enrolled
1,8,1,3,0,1,1,22,14,6,0,0,0,1,0,0,18,0,8,5,12.2,0,0,10.8,1.4,1.74,Graduate
1,14,1,2,1,2,1,22,27,10,1,0,0,1,0,0,34,0,0,0,0.0,0,0,10.8,1.4,1.74,Dropout
1,12,1,3,0,1,16,1,1,5,0,0,1,1,0,0,25,2,6,6,11.333333333333334,0,0,8.9,1.4,3.51,Enrolled
1,1,1,9,1,1,1,22,28,31,0,0,0,1,0,0,21,0,7,5,12.2,0,0,11.1,0.6,2.02,Graduate
1,1,1,11,1,1,1,13,7,1,1,0,0,1,0,1,20,0,12,0,0.0,0,0,7.6,2.6,0.32,Dropout
1,1,5,10,1,1,1,18,14,1,1,0,0,1,0,0,18,0,8,6,11.333333333333334,0,0,7.6,2.6,0.32,Graduate
1,8,1,6,1,1,1,3,27,5,1,0,0,1,0,0,18,0,8,6,13.857142857142858,0,0,12.4,0.5,1.79,Graduate
1,8,1,15,1,1,1,22,27,10,0,0,0,1,0,0,18,0,7,6,12.857142857142858,0,0,13.9,-0.3,0.79,Graduate
1,12,1,3,0,1,1,22,28,5,1,0,0,1,0,0,24,0,10,1,10.0,0,0,9.4,-0.8,-3.12,Dropout
1,16,1,9,1,1,1,13,14,10,0,0,1,0,0,0,32,14,17,14,10.214285714285714,0,0,16.2,0.3,-0.92,Graduate
1,12,1,11,1,1,1,1,1,10,1,0,1,0,0,0,24,0,14,6,11.285714285714286,0,0,8.9,1.4,3.51,Dropout
1,1,1,10,1,1,1,23,27,10,0,0,0,1,0,1,18,0,6,6,13.833333333333334,0,0,15.5,2.8,-4.06,Dropout
1,16,1,11,1,1,1,23,28,10,0,0,0,1,0,0,28,0,8,6,12.857142857142858,0,0,8.9,1.4,3.51,Graduate
1,8,5,16,1,1,1,13,28,5,1,0,0,1,0,1,18,0,8,6,11.666666666666666,0,0,10.8,1.4,1.74,Dropout
1,4,1,16,1,3,1,19,24,1,1,0,0,0,0,0,24,0,12,0,0.0,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,6,1,1,1,1,27,5,0,0,0,1,0,0,19,0,7,5,14.4,0,0,7.6,2.6,0.32,Graduate
2,12,1,3,0,1,1,22,27,10,0,0,0,1,0,0,44,0,6,6,14.833333333333334,0,0,10.8,1.4,1.74,Graduate
1,7,3,6,1,1,1,22,27,10,1,0,0,1,0,1,18,0,14,6,14.333333333333334,0,0,15.5,2.8,-4.06,Graduate
1,1,1,2,1,1,1,22,27,10,1,0,0,1,0,0,18,0,0,0,0.0,0,0,7.6,2.6,0.32,Graduate
1,1,6,15,1,1,1,1,1,12,0,0,0,1,0,0,22,0,0,0,0.0,0,0,7.6,2.6,0.32,Dropout
1,9,1,16,1,1,1,22,27,10,0,0,0,1,0,1,18,0,9,6,12.333333333333334,0,0,11.1,0.6,2.02,Graduate
2,12,1,17,0,1,1,22,27,10,0,0,0,1,0,0,44,0,5,5,11.8,0,0,15.5,2.8,-4.06,Graduate
5,12,1,16,1,12,1,23,1,6,0,0,1,1,0,0,33,0,7,5,13.2,0,0,7.6,2.6,0.32,Dropout
2,12,1,16,1,1,1,22,27,10,0,0,1,0,0,0,32,0,6,0,0.0,0,0,10.8,1.4,1.74,Dropout
2,12,1,4,1,1,1,13,14,5,0,0,0,0,0,0,35,0,0,0,0.0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,10,1,1,1,13,14,7,1,0,0,1,0,0,20,0,6,6,11.5,0,0,11.1,0.6,2.02,Graduate
1,12,1,11,1,1,1,3,1,7,1,0,0,1,0,0,24,0,8,5,12.6,0,0,9.4,-0.8,-3.12,Graduate
1,1,1,12,1,1,1,23,1,10,0,0,0,1,0,0,19,0,7,7,13.542857142857144,0,0,16.2,0.3,-0.92,Graduate
1,1,1,11,1,1,1,13,14,6,1,0,0,1,0,0,21,0,8,5,11.6,0,0,12.4,0.5,1.79,Enrolled
1,1,2,15,1,1,1,1,1,5,1,0,0,1,1,1,19,0,7,6,13.666666666666666,0,0,12.7,3.7,-1.7,Graduate
1,13,1,4,1,1,1,13,1,10,1,0,0,0,1,0,27,0,10,0,0.0,0,0,15.5,2.8,-4.06,Dropout
1,12,1,16,1,1,1,13,1,10,0,0,0,0,0,0,30,0,0,0,0.0,0,0,12.7,3.7,-1.7,Dropout
1,8,4,2,1,1,1,23,28,10,1,0,0,1,1,0,21,0,0,0,0.0,0,0,10.8,1.4,1.74,Dropout
1,1,1,5,1,1,1,1,10,6,1,0,0,1,1,0,19,0,6,6,11.5,0,0,8.9,1.4,3.51,Graduate
2,12,1,17,0,1,1,22,27,10,0,0,0,1,0,0,34,0,12,2,11.5,0,0,9.4,-0.8,-3.12,Enrolled
1,14,1,12,1,1,1,4,14,5,0,0,0,1,1,0,18,0,7,7,11.828571428571427,0,0,13.9,-0.3,0.79,Graduate
1,1,1,2,1,1,1,3,2,4,1,0,0,1,1,0,21,0,0,0,0.0,0,0,9.4,-0.8,-3.12,Graduate
1,1,2,2,1,1,1,3,29,2,1,0,0,1,1,0,17,0,0,0,0.0,0,0,15.5,2.8,-4.06,Enrolled
1,1,1,12,1,1,1,13,27,5,1,0,0,1,0,1,19,0,7,6,12.966666666666669,0,0,7.6,2.6,0.32,Graduate
1,1,1,15,1,1,1,22,28,10,1,0,0,1,1,0,18,0,6,6,13.833333333333334,0,0,12.7,3.7,-1.7,Graduate
1,8,2,12,1,1,1,13,14,10,1,0,0,1,0,0,19,0,7,7,14.125714285714285,0,0,11.1,0.6,2.02,Graduate
4,12,1,11,1,1,1,23,27,10,0,0,1,1,0,0,45,4,12,5,12.166666666666666,4,2,12.7,3.7,-1.7,Dropout
1,12,1,6,1,1,1,13,27,10,1,0,0,1,0,0,26,0,17,6,12.666666666666666,0,0,15.5,2.8,-4.06,Graduate
2,12,2,17,0,1,1,22,27,10,1,0,0,1,1,0,51,0,4,0,0.0,0,0,12.7,3.7,-1.7,Dropout
2,12,1,15,1,12,1,22,27,7,0,0,1,1,1,1,49,0,8,6,12.285714285714286,0,0,10.8,1.4,1.74,Graduate
1,13,1,12,1,1,1,3,14,3,0,0,0,1,1,0,22,3,7,3,14.5,0,0,15.5,2.8,-4.06,Enrolled
1,8,1,9,1,1,1,1,27,6,1,0,0,1,1,0,22,0,8,2,10.0,0,0,7.6,2.6,0.32,Dropout
2,4,1,8,1,3,1,3,3,2,0,0,0,1,0,0,33,1,11,2,11.5,1,0,9.4,-0.8,-3.12,Dropout
1,5,1,14,1,1,9,22,27,10,0,0,0,1,0,0,20,0,6,5,11.6,0,0,9.4,-0.8,-3.12,Graduate
1,1,4,10,1,1,1,23,14,8,1,0,0,1,0,1,18,0,6,6,12.5,0,0,10.8,1.4,1.74,Graduate
1,1,5,16,1,1,1,23,27,10,1,0,1,0,0,0,20,0,9,3,11.666666666666666,0,0,10.8,1.4,1.74,Dropout
2,18,1,17,0,1,14,23,27,5,0,0,0,1,0,0,37,5,11,7,13.428571428571429,0,0,8.9,1.4,3.51,Graduate
1,1,1,11,1,1,2,22,1,10,1,0,0,1,1,0,18,0,6,6,13.666666666666666,0,0,7.6,2.6,0.32,Graduate
1,1,3,11,1,1,1,1,14,10,1,0,0,1,0,0,19,0,6,6,12.5,0,0,12.4,0.5,1.79,Graduate
1,15,1,6,1,14,1,1,14,4,1,0,0,1,0,0,21,2,7,6,13.0,0,0,12.4,0.5,1.79,Graduate
1,1,2,12,1,1,1,13,1,10,0,0,0,1,0,0,20,0,9,6,12.783333333333331,0,0,13.9,-0.3,0.79,Graduate
1,1,2,12,1,1,1,22,1,8,1,0,0,1,0,0,19,0,0,0,0.0,0,0,13.9,-0.3,0.79,Dropout
1,8,2,13,1,1,1,23,14,8,1,0,0,1,0,0,20,0,13,4,13.5,0,0,11.1,0.6,2.02,Dropout
1,8,4,12,1,1,1,3,1,3,1,0,0,1,0,0,18,0,7,7,13.457142857142856,0,0,13.9,-0.3,0.79,Graduate
1,1,4,12,1,1,1,1,14,10,1,0,0,1,0,0,19,0,8,7,13.44285714285714,0,0,12.7,3.7,-1.7,Graduate
1,1,1,10,1,1,1,22,28,10,0,0,0,1,0,0,18,0,13,4,11.0,0,0,15.5,2.8,-4.06,Graduate
1,8,1,10,1,1,1,23,28,8,1,0,0,1,0,1,18,0,6,6,11.333333333333334,0,0,15.5,2.8,-4.06,Graduate
1,1,2,15,1,1,1,1,14,5,1,0,0,1,0,0,18,0,7,2,10.0,0,0,12.7,3.7,-1.7,Dropout
1,1,6,12,1,1,1,1,28,4,1,0,0,1,0,0,19,0,10,5,13.44,0,0,12.4,0.5,1.79,Enrolled
1,1,2,13,1,1,1,1,14,5,1,0,0,1,0,1,18,0,8,7,12.214285714285714,0,0,16.2,0.3,-0.92,Graduate
1,1,1,5,1,1,14,22,14,10,1,0,0,1,0,1,19,0,6,6,14.166666666666666,0,0,11.1,0.6,2.02,Graduate
1,17,1,4,1,16,1,1,14,10,0,0,1,1,0,1,24,7,13,12,12.846153846153848,0,0,8.9,1.4,3.51,Graduate
1,15,1,6,1,14,1,22,27,10,0,0,0,1,0,0,20,2,8,6,13.0,0,0,12.4,0.5,1.79,Enrolled
1,1,1,9,1,1,1,1,14,6,1,0,0,1,0,1,21,0,6,5,12.8,1,0,9.4,-0.8,-3.12,Graduate
1,15,1,6,1,14,1,23,27,5,0,0,1,0,0,0,20,1,13,4,13.0,0,0,16.2,0.3,-0.92,Dropout
1,8,6,12,1,1,1,13,27,4,1,0,0,1,0,1,19,0,7,7,13.371428571428572,0,0,16.2,0.3,-0.92,Graduate
1,8,5,13,1,1,1,13,14,10,1,0,0,1,0,1,19,0,8,7,13.385714285714286,0,0,10.8,1.4,1.74,Graduate
1,1,3,12,1,1,1,1,1,10,1,0,0,1,0,0,18,0,8,7,13.328571428571427,0,0,12.7,3.7,-1.7,Graduate
1,1,1,6,1,1,1,23,28,5,1,0,0,1,0,0,19,0,12,5,14.0,0,0,16.2,0.3,-0.92,Graduate
1,8,4,9,1,1,1,23,14,10,1,0,0,1,0,0,21,0,5,5,12.6,0,0,8.9,1.4,3.51,Graduate
1,1,2,16,1,1,1,1,28,10,1,0,0,1,0,1,19,0,7,6,14.0,0,0,15.5,2.8,-4.06,Graduate
1,1,5,11,1,1,1,13,1,8,1,0,0,1,0,1,18,0,7,6,13.428571428571429,0,0,8.9,1.4,3.51,Graduate
1,8,5,5,1,1,1,4,1,5,1,1,0,1,0,1,17,0,6,6,13.0,0,0,15.5,2.8,-4.06,Graduate
1,9,4,16,1,1,1,13,28,5,1,0,0,1,0,0,19,0,8,5,12.666666666666666,0,0,15.5,2.8,-4.06,Enrolled
1,8,6,9,1,1,1,22,1,10,1,0,0,0,1,0,23,0,9,3,10.0,1,0,9.4,-0.8,-3.12,Dropout
1,1,1,14,1,1,1,1,27,2,1,0,0,1,0,0,19,0,7,6,12.833333333333334,0,0,8.9,1.4,3.51,Graduate
1,1,1,12,1,1,1,13,3,10,1,0,0,1,0,0,18,0,7,6,12.916666666666666,0,0,7.6,2.6,0.32,Graduate
1,1,1,14,1,1,1,23,28,6,1,0,0,1,0,0,20,0,9,6,13.285714285714286,0,0,15.5,2.8,-4.06,Graduate
1,1,3,6,1,1,1,1,14,10,1,0,0,1,0,1,19,0,6,5,14.6,0,0,10.8,1.4,1.74,Graduate
1,1,1,10,1,1,1,13,28,4,1,0,0,1,0,1,18,0,6,6,14.0,0,0,12.4,0.5,1.79,Graduate
1,8,2,10,1,1,1,22,27,10,0,0,0,1,0,1,19,0,7,6,14.142857142857142,0,0,13.9,-0.3,0.79,Graduate
1,1,4,10,1,1,1,23,1,5,1,0,0,1,0,0,19,0,8,6,11.666666666666666,0,0,10.8,1.4,1.74,Graduate
1,8,1,12,1,1,1,13,27,5,1,0,0,1,0,0,18,0,9,8,14.3775,1,1,9.4,-0.8,-3.12,Graduate
1,8,2,12,1,1,1,3,3,4,1,0,0,1,0,0,18,0,8,7,12.5,0,0,13.9,-0.3,0.79,Graduate
1,1,5,12,1,1,1,23,28,8,1,0,0,1,0,1,19,0,7,6,14.15,0,0,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,23,27,10,0,0,0,1,0,1,19,0,12,7,12.471428571428572,0,0,12.7,3.7,-1.7,Graduate
1,1,1,12,1,1,1,4,4,3,0,0,0,1,0,0,19,0,7,6,14.15,0,0,7.6,2.6,0.32,Graduate
1,1,2,12,1,1,1,22,27,10,1,0,0,1,0,0,21,0,11,7,14.072222222222225,0,0,15.5,2.8,-4.06,Graduate
1,1,3,15,1,1,1,3,1,3,1,0,0,1,0,0,18,0,7,6,14.857142857142858,0,0,13.9,-0.3,0.79,Graduate
1,1,1,15,1,1,1,13,27,10,0,0,0,1,0,1,19,0,7,6,14.285714285714286,0,0,11.1,0.6,2.02,Graduate
1,1,4,15,1,1,1,13,27,13,0,0,0,0,0,0,18,0,4,0,0.0,0,0,12.7,3.7,-1.7,Dropout
1,4,1,3,0,3,1,1,1,5,0,0,0,1,0,0,30,0,0,0,0.0,0,0,10.8,1.4,1.74,Dropout
1,8,1,8,1,1,1,3,2,4,1,0,0,1,0,0,18,0,8,6,15.0,0,0,13.9,-0.3,0.79,Dropout
1,1,3,12,1,1,1,13,14,5,1,0,0,1,0,1,20,0,7,6,12.633333333333333,0,0,7.6,2.6,0.32,Graduate
1,12,1,14,1,12,1,1,1,5,0,0,1,0,0,0,25,0,5,5,11.2,0,0,9.4,-0.8,-3.12,Dropout
1,1,5,12,1,1,1,23,27,6,1,0,0,1,0,0,18,0,7,6,14.233333333333334,0,0,7.6,2.6,0.32,Graduate
5,1,3,6,1,1,1,13,14,5,1,0,0,1,0,0,21,0,13,5,12.2,2,1,9.4,-0.8,-3.12,Enrolled
1,1,1,12,1,1,1,5,4,3,0,0,0,1,0,0,18,0,8,7,15.7,0,0,12.7,3.7,-1.7,Graduate
1,1,1,12,1,1,1,22,27,10,1,0,0,1,0,0,18,0,7,6,15.2,0,0,7.6,2.6,0.32,Graduate
1,8,1,16,1,1,1,3,3,3,1,0,0,0,0,0,29,0,9,6,16.333333333333332,0,0,12.7,3.7,-1.7,Dropout
1,14,1,8,1,1,1,3,3,3,0,0,0,1,0,0,20,10,29,14,12.5625,4,1,15.5,2.8,-4.06,Graduate
1,4,1,12,1,3,1,3,1,5,0,0,0,1,0,0,26,0,0,0,0.0,0,0,13.9,-0.3,0.79,Dropout
1,1,2,10,1,1,1,23,1,8,1,0,0,1,0,0,21,0,8,5,12.4,0,0,12.4,0.5,1.79,Graduate
1,9,1,12,1,1,1,22,14,6,0,0,0,1,0,1,19,0,9,8,13.78125,1,1,9.4,-0.8,-3.12,Graduate
1,8,2,11,1,1,1,13,14,6,1,0,1,1,0,0,19,0,10,6,12.166666666666666,0,0,16.2,0.3,-0.92,Dropout
1,8,1,15,1,1,1,23,28,10,0,0,0,1,0,0,21,0,8,5,11.8,0,0,15.5,2.8,-4.06,Enrolled
1,9,1,3,0,1,1,1,1,5,0,0,1,1,0,0,20,0,13,4,10.8,0,0,16.2,0.3,-0.92,Graduate
1,1,6,12,1,1,1,22,27,10,1,0,0,1,0,1,18,0,8,7,13.26,0,0,15.5,2.8,-4.06,Graduate
1,1,2,15,1,1,1,19,14,4,1,0,0,0,0,0,20,0,10,4,12.0,0,0,7.6,2.6,0.32,Dropout
1,1,1,10,1,1,1,13,28,10,0,1,0,1,0,1,20,0,9,6,11.875,0,0,16.2,0.3,-0.92,Graduate
1,14,1,12,1,1,1,13,14,5,0,0,0,1,0,1,18,0,11,5,12.16,0,0,16.2,0.3,-0.92,Enrolled
1,7,1,5,1,1,1,1,1,4,1,0,0,1,0,0,18,0,6,1,15.0,0,0,9.4,-0.8,-3.12,Enrolled
1,1,1,15,1,1,1,22,27,10,1,0,0,1,0,0,18,0,6,6,13.333333333333334,0,0,9.4,-0.8,-3.12,Graduate
1,8,1,6,1,1,1,2,14,3,1,0,0,1,0,0,18,0,12,2,11.5,0,2,10.8,1.4,1.74,Enrolled
1,15,1,6,1,14,1,3,3,3,1,0,0,1,0,0,22,2,7,6,14.428571428571429,0,0,13.9,-0.3,0.79,Graduate
1,15,3,6,1,14,1,1,14,5,1,0,0,1,0,0,19,0,10,1,13.0,1,0,12.7,3.7,-1.7,Enrolled
1,8,1,4,1,1,1,13,1,10,1,0,0,1,0,1,19,0,7,6,15.0,0,0,12.4,0.5,1.79,Graduate
1,1,2,13,1,1,1,13,14,10,1,0,0,1,0,0,18,0,9,7,15.155555555555557,0,0,12.7,3.7,-1.7,Graduate
1,1,1,10,1,1,1,23,28,28,1,0,1,1,0,0,20,0,8,6,10.666666666666666,0,0,11.1,0.6,2.02,Graduate
1,8,1,16,1,1,1,23,27,6,1,0,0,1,0,0,18,0,9,5,11.0,0,0,10.8,1.4,1.74,Dropout
1,8,2,14,1,1,1,1,14,6,1,0,0,1,0,0,21,0,0,0,0.0,0,0,8.9,1.4,3.51,Dropout
1,1,1,10,1,1,1,1,14,5,0,0,0,1,0,0,19,0,7,6,12.285714285714286,0,0,12.4,0.5,1.79,Graduate
1,1,5,12,1,1,1,23,28,10,1,0,0,1,0,0,18,0,8,8,12.82875,0,0,9.4,-0.8,-3.12,Dropout
1,1,4,15,1,1,4,10,10,12,1,0,0,1,0,0,18,0,6,6,12.666666666666666,0,0,7.6,2.6,0.32,Graduate
1,8,1,2,1,1,1,1,1,7,1,0,0,1,0,0,18,0,0,0,0.0,0,0,12.4,0.5,1.79,Enrolled
1,8,1,6,1,1,1,13,14,5,1,0,1,0,0,1,21,0,16,2,13.0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,9,1,1,1,1,28,6,0,0,1,1,0,0,19,0,10,5,10.875,0,0,13.9,-0.3,0.79,Graduate
1,1,1,9,1,1,1,22,27,10,1,0,0,1,0,1,19,0,5,5,12.8,0,0,9.4,-0.8,-3.12,Graduate
1,8,3,10,1,1,1,1,14,5,1,0,0,1,0,0,19,0,10,5,11.285714285714286,0,0,16.2,0.3,-0.92,Dropout
1,1,1,2,1,1,1,5,3,4,0,0,0,1,0,0,18,0,0,0,0.0,0,0,13.9,-0.3,0.79,Graduate
1,14,1,11,1,1,1,23,28,10,0,0,0,1,0,1,19,0,0,0,0.0,0,0,10.8,1.4,1.74,Dropout
1,8,2,12,1,1,1,23,1,6,1,0,0,1,0,1,20,0,9,6,13.766666666666666,0,0,16.2,0.3,-0.92,Dropout
1,1,3,12,1,1,1,12,13,2,1,0,0,0,0,0,18,0,9,6,12.758333333333333,1,1,9.4,-0.8,-3.12,Dropout
1,1,1,2,1,1,1,13,14,9,1,0,0,1,0,1,19,0,0,0,0.0,0,0,11.1,0.6,2.02,Dropout
1,1,1,5,1,1,1,13,1,6,1,0,0,1,0,0,18,0,6,6,12.666666666666666,0,0,10.8,1.4,1.74,Graduate
1,1,1,6,1,1,1,13,27,4,0,0,0,1,0,0,18,0,13,6,12.0,0,0,11.1,0.6,2.02,Enrolled
1,1,1,10,1,1,1,1,27,6,0,0,0,1,0,1,19,0,8,6,12.25,0,0,16.2,0.3,-0.92,Graduate
1,1,2,9,1,1,1,13,27,5,1,0,0,1,0,0,20,0,8,3,11.333333333333334,0,0,7.6,2.6,0.32,Graduate
1,8,5,12,1,1,1,1,1,5,1,0,0,1,0,1,19,0,9,7,13.507142857142856,0,0,16.2,0.3,-0.92,Graduate
1,1,3,12,1,1,1,13,28,2,1,0,0,1,0,0,18,0,8,7,13.614285714285714,0,0,12.7,3.7,-1.7,Graduate
1,12,1,11,1,1,1,13,1,5,0,0,1,1,0,0,25,0,6,0,0.0,0,0,15.5,2.8,-4.06,Dropout
1,8,5,5,1,1,1,22,27,10,1,0,0,0,0,0,18,0,9,4,11.5,1,0,7.6,2.6,0.32,Graduate
1,1,5,15,1,1,1,23,14,10,1,0,0,1,0,0,19,0,7,6,12.333333333333334,0,0,8.9,1.4,3.51,Graduate
1,8,2,13,1,1,1,13,28,5,1,0,0,1,0,1,19,0,7,7,11.971428571428572,0,0,15.5,2.8,-4.06,Graduate
1,1,1,9,1,1,1,13,14,6,0,0,1,0,0,1,20,0,12,2,13.0,1,0,9.4,-0.8,-3.12,Dropout
1,8,5,12,1,1,1,1,1,6,1,0,0,1,0,0,18,0,9,7,12.385714285714286,0,0,13.9,-0.3,0.79,Enrolled
1,8,4,6,1,1,1,23,27,5,1,0,0,1,0,0,20,0,12,2,13.5,0,1,10.8,1.4,1.74,Graduate
1,8,1,10,1,1,1,1,1,10,1,0,0,1,0,0,21,0,8,6,12.166666666666666,0,0,11.1,0.6,2.02,Graduate
1,1,2,2,1,1,1,3,1,3,1,0,0,1,0,0,19,0,0,0,0.0,0,0,12.7,3.7,-1.7,Graduate
2,12,1,3,0,9,1,22,27,8,0,0,0,1,0,0,42,0,6,6,11.666666666666666,0,0,10.8,1.4,1.74,Graduate
1,8,1,8,1,1,1,3,3,3,1,0,1,0,0,0,18,0,9,5,12.4,0,0,8.9,1.4,3.51,Enrolled
1,1,1,5,1,1,1,22,27,10,0,0,0,1,0,1,19,0,7,5,13.4,0,0,15.5,2.8,-4.06,Graduate
1,1,6,11,1,1,1,23,14,10,1,0,0,1,0,0,18,0,11,6,12.0,0,0,8.9,1.4,3.51,Graduate
1,5,1,6,1,1,1,13,14,5,1,0,0,1,0,0,21,0,6,5,14.2,0,0,10.8,1.4,1.74,Graduate
1,1,1,10,1,1,1,23,27,6,0,0,0,1,0,1,20,0,8,6,12.125,0,0,16.2,0.3,-0.92,Graduate
1,1,1,16,1,1,1,1,14,4,1,0,0,1,0,0,20,0,7,7,13.857142857142858,0,0,11.1,0.6,2.02,Graduate
1,15,1,6,1,14,1,3,1,3,1,0,0,1,0,0,21,1,13,3,11.75,0,0,12.4,0.5,1.79,Enrolled
1,1,4,12,1,1,1,23,27,8,1,0,0,1,0,0,19,0,9,7,14.283333333333337,0,0,15.5,2.8,-4.06,Graduate
1,13,1,10,1,1,1,1,14,5,0,0,0,1,0,0,21,10,21,11,13.272727272727272,0,0,7.6,2.6,0.32,Graduate
1,1,1,5,1,1,1,23,14,23,1,1,0,1,0,0,19,0,6,6,14.666666666666666,0,0,8.9,1.4,3.51,Graduate
1,1,1,12,1,1,1,13,14,10,0,0,0,1,0,1,19,0,10,7,15.114999999999998,0,0,15.5,2.8,-4.06,Graduate
1,8,2,2,1,1,1,1,1,5,1,0,0,1,0,0,18,0,0,0,0.0,0,0,9.4,-0.8,-3.12,Enrolled
1,15,1,6,1,14,1,22,14,10,1,0,0,1,0,0,22,1,13,6,15.0,0,0,16.2,0.3,-0.92,Graduate
1,1,2,16,1,1,1,3,1,4,0,0,0,1,0,0,21,0,8,5,13.2,0,0,9.4,-0.8,-3.12,Graduate
1,8,4,11,1,1,1,22,27,6,1,0,0,1,0,1,18,0,14,2,11.0,0,0,7.6,2.6,0.32,Dropout
1,1,4,12,1,1,1,1,3,2,0,0,0,1,0,1,20,0,8,7,14.565714285714288,0,0,10.8,1.4,1.74,Graduate
1,8,2,14,1,1,1,19,27,1,1,0,1,0,0,0,18,0,8,3,12.0,0,0,7.6,2.6,0.32,Dropout
1,8,1,10,1,1,1,13,27,8,0,0,0,1,0,0,20,0,6,0,0.0,0,0,8.9,1.4,3.51,Dropout
1,8,4,12,1,1,1,1,1,4,1,0,0,1,0,0,23,0,7,6,13.796666666666669,0,0,12.4,0.5,1.79,Graduate
1,1,2,15,1,1,1,1,1,4,1,0,0,1,0,0,18,0,6,6,14.833333333333334,0,0,12.7,3.7,-1.7,Graduate
1,15,1,10,1,14,1,1,1,10,1,0,0,1,0,0,20,3,6,6,12.833333333333334,0,0,12.4,0.5,1.79,Graduate
1,8,1,12,1,1,1,23,27,6,1,0,0,1,0,1,18,0,8,7,14.962857142857144,0,0,10.8,1.4,1.74,Graduate
1,1,6,9,1,1,1,23,28,10,1,0,0,1,0,0,20,0,8,4,12.0,0,0,11.1,0.6,2.02,Graduate
